王小蒙,谢广坤
王小蒙,杨晓燕
谢广坤,杨晓燕
谢广坤,王老七
谢广坤,王老七
谢广坤,杨晓燕
王老七,杨晓燕
李大国,王香秀
李大国,马忠
王香秀,马忠
刘能,刘英
刘能,赵玉田
刘英,赵玉田
刘能,刘英
刘能,赵玉田
刘英,赵玉田
刘能,赵四
刘能,赵玉田
赵四,赵玉田
王小蒙,谢广坤
王小蒙,杨晓燕
谢广坤,杨晓燕
王大拿,谢广坤
王大拿,王老七
谢广坤,王老七
王大拿,谢广坤
王大拿,谢广坤
王大拿,杨晓燕
谢广坤,杨晓燕
王大拿,谢广坤
王大拿,杨晓燕
谢广坤,杨晓燕
王大拿,刘能
王大拿,苏玉红
王大拿,吴迪
刘能,苏玉红
刘能,吴迪
苏玉红,吴迪
苏玉红,吴迪
刘能,谢广坤
刘能,刘英
刘能,赵玉田
谢广坤,刘英
谢广坤,赵玉田
刘英,赵玉田
刘能,赵玉田
刘能,赵玉田
刘能,赵玉田
刘能,赵玉田
李大国,王香秀
李大国,王香秀
李大国,马忠
王香秀,马忠
李大国,王香秀
李大国,马忠
王香秀,马忠
李大国,马忠
苏玉红,吴迪
刘能,赵玉田
刘能,方正
赵玉田,方正
刘能,赵玉田
刘能,赵四
刘能,赵玉田
赵四,赵玉田
王大拿,王木生
方正,皮长山
王大拿,杨晓燕
王大拿,王木生
杨晓燕,王木生
谢大脚,王香秀
谢大脚,宋晓峰
谢大脚,马忠
王香秀,宋晓峰
王香秀,马忠
宋晓峰,马忠
谢大脚,李大国
谢大脚,王香秀
谢大脚,马忠
李大国,王香秀
李大国,马忠
王香秀,马忠
谢大脚,李大国
谢大脚,王香秀
谢大脚,马忠
李大国,王香秀
李大国,马忠
王香秀,马忠
谢大脚,李大国
李大国,马忠
李大国,王香秀
谢大脚,王香秀
谢大脚,马忠
王香秀,马忠
王小蒙,谢广坤
王小蒙,谢广坤
刘能,王云
刘能,刘英
王云,刘英
刘能,王云
刘能,赵四
刘能,赵四
刘能,王云
刘能,刘英
赵四,王云
赵四,刘英
王云,刘英
刘能,赵四
刘能,刘大脑袋
赵四,刘大脑袋
刘大脑袋,王云
刘能,赵四
刘能,宋晓峰
赵四,宋晓峰
刘能,赵四
刘能,赵四
赵四,刘英
谢广坤,谢大脚
谢广坤,王云
谢大脚,王云
谢广坤,王云
谢大脚,王云
谢大脚,宋晓峰
谢大脚,马忠
王云,宋晓峰
王云,马忠
宋晓峰,马忠
谢永强,谢广坤
王大拿,王香秀
谢广坤,谢大脚
谢广坤,马忠
谢大脚,马忠
谢广坤,谢大脚
谢广坤,马忠
谢大脚,马忠
谢广坤,马忠
李大国,王香秀
李大国,马忠
王香秀,马忠
王大拿,苏玉红
王大拿,苏玉红
王大拿,宋晓峰
王大拿,苏玉红
宋晓峰,苏玉红
王大拿,宋晓峰
王大拿,苏玉红
宋晓峰,苏玉红
王大拿,宋晓峰
王大拿,宋晓峰
方正,皮长山
白清明,方正
白清明,皮长山
方正,皮长山
白清明,方正
方正,皮长山
谢永强,刘大脑袋
谢永强,王云
谢永强,宋晓峰
刘大脑袋,王云
刘大脑袋,宋晓峰
王云,宋晓峰
刘大脑袋,宋晓峰
谢大脚,王云
谢大脚,宋晓峰
谢大脚,马忠
王云,宋晓峰
王云,马忠
宋晓峰,马忠
王香秀,马忠
宋晓峰,马忠
刘大脑袋,王云
刘大脑袋,齐三太
王云,齐三太
王香秀,马忠
王香秀,马忠
宋晓峰,方正
白清明,方正
谢永强,刘能
王小蒙,谢永强
谢永强,刘能
谢永强,谢广坤
谢永强,谢广坤
谢永强,谢广坤
谢永强,谢广坤
宋晓峰,马忠
苏玉红,吴迪
刘能,谢广坤
李大国,王香秀
李大国,马忠
王香秀,马忠
李大国,马忠
李大国,马忠
谢大脚,李大国
谢大脚,马忠
李大国,马忠
谢大脚,李大国
谢大脚,马忠
李大国,马忠
李大国,王香秀
李大国,马忠
王香秀,马忠
王香秀,马忠
李大国,王香秀
李大国,马忠
王香秀,马忠
刘能,谢广坤
白清明,方正
白清明,方正
白清明,方正
谢永强,皮长山
谢永强,谢广坤
谢永强,赵四
谢广坤,赵四
宋晓峰,苏玉红
宋晓峰,李副总
苏玉红,李副总
王大拿,宋晓峰
王大拿,苏玉红
宋晓峰,苏玉红
王大拿,宋晓峰
王大拿,苏玉红
宋晓峰,苏玉红
谢大脚,李大国
谢大脚,王香秀
谢大脚,宋晓峰
谢大脚,马忠
李大国,王香秀
李大国,宋晓峰
李大国,马忠
王香秀,宋晓峰
王香秀,马忠
宋晓峰,马忠
谢大脚,李大国
谢大脚,王香秀
谢大脚,马忠
李大国,王香秀
李大国,马忠
王香秀,马忠
谢大脚,李大国
谢大脚,马忠
李大国,马忠
李大国,马忠
谢大脚,李大国
谢大脚,李大国
宋晓峰,苏玉红
宋晓峰,李副总
白清明,方正
王小蒙,白清明
王小蒙,方正
白清明,方正
白清明,方正
白清明,皮长山
方正,皮长山
白清明,方正
白清明,皮长山
方正,皮长山
方正,皮长山
刘能,赵四
刘能,赵玉田
赵四,赵玉田
李大国,王香秀
李大国,马忠
王香秀,马忠
谢大脚,王香秀
谢大脚,马忠
王香秀,马忠
谢大脚,王香秀
谢大脚,马忠
王香秀,马忠
李大国,王香秀
李大国,马忠
王香秀,马忠
谢永强,谢广坤
谢永强,谢广坤
谢永强,王老七
谢广坤,王老七
谢广坤,王老七
谢永强,谢广坤
谢永强,谢广坤
刘能,赵四
赵玉田,李副总
赵玉田,齐三太
赵玉田,郭金山
李副总,齐三太
李副总,郭金山
齐三太,郭金山
齐三太,郭金山
谢永强,皮长山
宋晓峰,李副总
宋晓峰,李副总
宋晓峰,李副总
苏玉红,吴迪
苏玉红,吴迪
赵四,刘大脑袋
赵四,赵玉田
赵四,齐三太
刘大脑袋,赵玉田
刘大脑袋,齐三太
赵玉田,齐三太
刘大脑袋,赵玉田
刘大脑袋,齐三太
赵玉田,齐三太
宋晓峰,苏玉红
宋晓峰,苏玉红
谢永强,谢广坤
谢永强,谢大脚
谢广坤,谢大脚
谢广坤,王老七
谢广坤,皮长山
宋晓峰,苏玉红
王小蒙,谢永强
王小蒙,谢广坤
谢永强,谢广坤
谢大脚,李大国
谢大脚,马忠
李大国,马忠
刘能,赵四
王小蒙,谢永强
刘能,谢广坤
谢永强,刘能
谢永强,刘能
谢永强,谢广坤
刘能,谢广坤
谢大脚,王云
谢大脚,王香秀
王云,王香秀
谢广坤,谢大脚
谢广坤,王香秀
谢大脚,王香秀
谢广坤,谢大脚
谢广坤,王香秀
谢大脚,王香秀
赵四,谢大脚
谢广坤,谢大脚
谢广坤,赵玉田
谢大脚,赵玉田
宋晓峰,李副总
宋晓峰,李副总
齐三太,郭金山
齐三太,郭金山
宋晓峰,苏玉红
宋晓峰,苏玉红
宋晓峰,吴迪
苏玉红,吴迪
宋晓峰,苏玉红
赵四,郭金山
赵四,郭金山
谢永强,谢广坤
苏玉红,李副总
苏玉红,吴迪
李副总,吴迪
宋晓峰,苏玉红
宋晓峰,吴迪
苏玉红,吴迪
王大拿,宋晓峰
王大拿,苏玉红
宋晓峰,苏玉红
宋晓峰,苏玉红
宋晓峰,吴迪
苏玉红,吴迪
谢永强,谢广坤
谢永强,谢广坤
刘能,郭金山
刘能,郭金山
刘能,郭金山
刘能,郭金山
宋晓峰,李副总
刘能,郭金山
刘能,赵四
刘能,郭金山
赵四,郭金山
宋晓峰,李副总
刘能,赵四
刘能,赵四
宋晓峰,李副总
宋晓峰,苏玉红
宋晓峰,吴迪
苏玉红,吴迪
王小蒙,谢永强
王小蒙,谢广坤
谢永强,谢广坤
王小蒙,谢永强
王小蒙,杨晓燕
谢永强,杨晓燕
谢永强,谢广坤
谢永强,谢广坤
谢永强,齐三太
谢广坤,齐三太
谢永强,谢广坤
谢永强,齐三太
谢广坤,齐三太
谢永强,谢广坤
谢永强,齐三太
谢广坤,齐三太
宋晓峰,李副总
宋晓峰,李副总
宋晓峰,李副总
宋晓峰,李副总
宋晓峰,吴迪
宋晓峰,郭金山
吴迪,郭金山
刘能,赵四
刘能,赵玉田
刘能,郭金山
赵四,赵玉田
赵四,郭金山
赵玉田,郭金山
赵四,赵玉田
赵四,郭金山
赵玉田,郭金山
刘能,赵四
刘能,郭金山
赵四,郭金山
刘能,赵四
刘能,郭金山
赵四,郭金山
谢大脚,王云
谢大脚,王香秀
王云,王香秀
谢大脚,刘大脑袋
谢大脚,王云
刘大脑袋,王云
谢大脚,刘大脑袋
谢大脚,刘大脑袋
宋晓峰,苏玉红
宋晓峰,吴迪
苏玉红,吴迪
宋晓峰,吴迪
宋晓峰,吴迪
宋晓峰,苏玉红
宋晓峰,吴迪
苏玉红,吴迪
宋晓峰,苏玉红
宋晓峰,吴迪
苏玉红,吴迪
宋晓峰,苏玉红
宋晓峰,吴迪
苏玉红,吴迪
宋晓峰,苏玉红
宋晓峰,吴迪
李大国,王香秀
谢大脚,王香秀
赵四,李大国
赵四,王香秀
赵四,吴迪
李大国,王香秀
李大国,吴迪
王香秀,吴迪
谢大脚,李大国
谢大脚,李大国
谢大脚,王香秀
李大国,王香秀
谢广坤,郭金山
谢广坤,郭金山
谢广坤,郭金山
宋晓峰,吴迪
宋晓峰,苏玉红
宋晓峰,吴迪
苏玉红,吴迪
苏玉红,吴迪
宋晓峰,苏玉红
宋晓峰,吴迪
苏玉红,吴迪
宋晓峰,吴迪
宋晓峰,苏玉红
宋晓峰,吴迪
苏玉红,吴迪
宋晓峰,吴迪
宋晓峰,李副总
宋晓峰,李副总
宋晓峰,李副总
宋晓峰,李副总
刘能,赵四
刘能,赵四
刘能,郭金山
赵四,郭金山
刘能,赵四
刘能,刘英
刘能,赵玉田
刘英,赵玉田
刘能,赵四
刘能,刘英
刘能,郭金山
赵四,刘英
赵四,郭金山
刘英,郭金山
刘能,郭金山
赵四,郭金山
赵四,郭金山
王香秀,马忠
李大国,王香秀
王香秀,马忠
李大国,王香秀
王香秀,马忠
谢大脚,刘大脑袋
谢大脚,黄世友
谢大脚,刘大脑袋
黄世友,刘大脑袋
宋晓峰,李副总
宋晓峰,吴迪
李副总,吴迪
宋晓峰,吴迪
宋晓峰,吴迪
刘能,谢广坤
刘能,赵四
谢广坤,赵四
谢广坤,赵四
刘大脑袋,李大国
谢大脚,刘大脑袋
谢大脚,王云
刘大脑袋,王云
谢大脚,刘大脑袋
谢大脚,王云
刘大脑袋,王云
谢大脚,刘大脑袋
谢大脚,黄世友
谢大脚,黄世友
谢大脚,刘大脑袋
黄世友,刘大脑袋
谢大脚,刘大脑袋
谢大脚,王云
刘大脑袋,王云
李大国,王香秀
李大国,王香秀
王小蒙,谢广坤
王小蒙,杨晓燕
谢广坤,杨晓燕
王小蒙,杨晓燕
王小蒙,谢广坤
王小蒙,杨晓燕
谢广坤,杨晓燕
王小蒙,谢广坤
王小蒙,杨晓燕
谢广坤,杨晓燕
谢广坤,王老七
谢广坤,赵四
谢广坤,王老七
谢广坤,郭金山
赵四,王老七
赵四,郭金山
王老七,郭金山
谢大脚,黄世友
谢大脚,李大国
谢大脚,王香秀
谢大脚,王技术员
谢大脚,吴迪
黄世友,李大国
黄世友,王香秀
黄世友,王技术员
黄世友,吴迪
李大国,王香秀
李大国,王技术员
李大国,吴迪
王香秀,王技术员
王香秀,吴迪
王技术员,吴迪
李大国,王香秀
李大国,王技术员
王香秀,马忠
宋晓峰,吴迪
宋晓峰,吴迪
宋晓峰,吴迪
宋晓峰,吴迪
宋晓峰,吴迪
宋晓峰,吴迪
宋晓峰,吴迪
谢大脚,黄世友
谢大脚,王云
黄世友,王云
谢大脚,黄世友
谢大脚,王云
黄世友,王云
谢大脚,黄世友
黄世友,宋晓峰
黄世友,李副总
宋晓峰,李副总
宋晓峰,李副总
宋晓峰,李副总
宋晓峰,李副总
宋晓峰,李副总
谢大脚,黄世友
谢大脚,王云
黄世友,王云
刘能,赵四
刘能,郭金山
赵四,郭金山
谢大脚,黄世友
谢大脚,黄世友
谢大脚,黄世友
谢大脚,王云
黄世友,王云
黄世友,刘大脑袋
黄世友,王云
刘大脑袋,王云
赵四,刘大脑袋
谢大脚,黄世友
黄世友,王云
黄世友,刘大脑袋
黄世友,王云
刘大脑袋,王云
赵四,黄世友
赵四,刘大脑袋
黄世友,刘大脑袋
刘能,赵四
刘能,黄世友
刘能,郭金山
赵四,黄世友
赵四,郭金山
黄世友,郭金山
刘能,郭金山
刘能,郭金山
黄世友,王云
黄世友,王云
黄世友,刘大脑袋
黄世友,刘大脑袋
黄世友,刘大脑袋
谢大脚,黄世友
谢大脚,黄世友
谢大脚,刘大脑袋
谢大脚,王云
黄世友,刘大脑袋
黄世友,王云
刘大脑袋,王云
谢大脚,黄世友
谢大脚,刘大脑袋
黄世友,刘大脑袋
谢广坤,黄世友
刘能,黄世友
谢大脚,黄世友
谢大脚,黄世友
谢大脚,王云
黄世友,王云
刘能,谢大脚
刘能,黄世友
谢大脚,黄世友
王小蒙,谢永强
王小蒙,刘大脑袋
王小蒙,李副总
谢永强,刘大脑袋
谢永强,李副总
刘大脑袋,李副总
王小蒙,谢永强
谢大脚,黄世友
谢大脚,黄世友
谢大脚,黄世友
谢大脚,刘大脑袋
谢大脚,王云
黄世友,刘大脑袋
黄世友,王云
刘大脑袋,王云
宋晓峰,苏玉红
宋晓峰,李副总
苏玉红,李副总
宋晓峰,苏玉红
宋晓峰,吴迪
苏玉红,吴迪
宋晓峰,苏玉红
苏玉红,李副总
宋晓峰,李副总
宋晓峰,李副总
宋晓峰,李副总
宋晓峰,苏玉红
宋晓峰,李副总
苏玉红,李副总
宋晓峰,苏玉红
宋晓峰,李副总
苏玉红,李副总
宋晓峰,李副总
赵四,郭金山
谢广坤,赵四
刘能,谢广坤
刘能,赵四
刘能,李副总
刘能,郭金山
谢广坤,赵四
谢广坤,李副总
谢广坤,郭金山
赵四,李副总
赵四,郭金山
李副总,郭金山
刘能,赵四
刘能,谢广坤
刘能,赵四
谢广坤,赵四
刘能,谢广坤
谢大脚,黄世友
谢大脚,王云
黄世友,王云
谢大脚,黄世友
谢大脚,王云
黄世友,王云
谢大脚,黄世友
谢大脚,刘大脑袋
谢大脚,王云
黄世友,刘大脑袋
黄世友,王云
刘大脑袋,王云
谢大脚,黄世友
谢大脚,王云
黄世友,王云
谢大脚,黄世友
宋晓峰,苏玉红
宋晓峰,李副总
苏玉红,李副总
苏玉红,李副总
宋晓峰,李副总
刘大脑袋,宋晓峰
刘大脑袋,宋晓峰
谢广坤,赵四
谢广坤,赵四
刘能,郭金山
刘能,赵四
刘能,郭金山
赵四,郭金山
刘能,谢广坤
刘能,郭金山
谢广坤,郭金山
刘能,谢广坤
刘能,郭金山
谢广坤,郭金山
谢大脚,黄世友
谢大脚,黄世友
谢大脚,黄世友
谢大脚,黄世友
谢大脚,黄世友
谢大脚,黄世友
王小蒙,谢永强
王小蒙,白清明
王小蒙,杨晓燕
谢永强,白清明
谢永强,杨晓燕
白清明,杨晓燕
谢广坤,宋晓峰
谢广坤,张秘书
宋晓峰,张秘书
刘能,谢广坤
刘能,宋晓峰
谢广坤,宋晓峰
刘能,谢广坤
刘能,谢广坤
刘能,谢广坤
刘能,宋晓峰
谢广坤,宋晓峰
刘能,宋晓峰
刘能,谢广坤
刘能,宋晓峰
谢广坤,宋晓峰
刘能,谢广坤
刘能,宋晓峰
谢广坤,宋晓峰
赵四,赵玉田
赵四,杨晓燕
赵四,郭金山
赵玉田,杨晓燕
赵玉田,郭金山
杨晓燕,郭金山
赵四,赵玉田
赵四,郭金山
赵玉田,郭金山
杨晓燕,郭金山
王老七,杨晓燕
王老七,郭金山
杨晓燕,郭金山
谢广坤,王老七
谢广坤,杨晓燕
王老七,杨晓燕
王小蒙,谢广坤
王小蒙,王老七
王小蒙,杨晓燕
谢广坤,王老七
谢广坤,杨晓燕
王老七,杨晓燕
王小蒙,谢永强
王小蒙,谢广坤
王小蒙,杨晓燕
谢广坤,杨晓燕
王小蒙,谢永强
王小蒙,谢广坤
谢永强,谢广坤
杨晓燕,郭金山
谢广坤,皮长山
谢广坤,杨晓燕
皮长山,杨晓燕
白清明,皮长山
白清明,杨晓燕
皮长山,杨晓燕
王大拿,杨晓燕
王大拿,谢广坤
王大拿,皮长山
王大拿,杨晓燕
谢广坤,皮长山
谢广坤,杨晓燕
皮长山,杨晓燕
谢大脚,黄世友
谢大脚,王云
谢大脚,黄世友
谢大脚,王云
黄世友,王云
刘能,赵四
刘能,郭金山
赵四,郭金山
刘能,赵四
刘能,赵四
赵四,郭金山
刘能,赵玉田
刘能,郭金山
赵玉田,郭金山
赵四,赵玉田
赵玉田,郭金山
赵四,赵玉田
赵四,赵玉田
赵四,郭金山
赵玉田,郭金山
赵四,郭金山
刘能,宋晓峰
刘能,宋晓峰
刘能,宋晓峰
刘能,郭金山
宋晓峰,郭金山
谢广坤,杨晓燕
王小蒙,谢永强
王小蒙,谢广坤
王小蒙,杨晓燕
谢永强,谢广坤
谢永强,杨晓燕
谢广坤,杨晓燕
王小蒙,谢永强
王小蒙,谢广坤
谢永强,谢广坤
王小蒙,谢广坤
谢大脚,黄世友
谢大脚,王云
黄世友,王云
赵四,郭金山
谢广坤,苏玉红
谢广坤,杨晓燕
谢广坤,吴迪
苏玉红,杨晓燕
苏玉红,吴迪
杨晓燕,吴迪
谢广坤,皮长山
谢广坤,杨晓燕
皮长山,杨晓燕
谢广坤,皮长山
谢广坤,杨晓燕
皮长山,杨晓燕
谢广坤,皮长山
谢广坤,皮长山
谢广坤,皮长山
刘能,郭金山
刘能,郭金山
王大拿,谢广坤
王大拿,皮长山
王大拿,杨晓燕
谢广坤,皮长山
谢广坤,杨晓燕
皮长山,杨晓燕
王大拿,谢广坤
王大拿,皮长山
谢广坤,皮长山
王大拿,谢广坤
王大拿,杨晓燕
谢广坤,杨晓燕
王小蒙,王大拿
王小蒙,杨晓燕
王大拿,杨晓燕
宋晓峰,苏玉红
宋晓峰,吴迪
苏玉红,吴迪
王小蒙,谢永强
王小蒙,杨晓燕
谢永强,杨晓燕
王小蒙,谢永强
王小蒙,王大拿
王小蒙,杨晓燕
谢永强,王大拿
谢永强,杨晓燕
王大拿,杨晓燕
谢广坤,宋晓峰
谢广坤,白清明
谢广坤,苏玉红
谢广坤,吴迪
宋晓峰,白清明
宋晓峰,苏玉红
宋晓峰,吴迪
白清明,苏玉红
白清明,吴迪
苏玉红,吴迪
宋晓峰,吴迪
宋晓峰,吴迪
苏玉红,吴迪
苏玉红,吴迪
宋晓峰,苏玉红
谢广坤,杨晓燕
王小蒙,谢广坤
王小蒙,王老七
谢广坤,王老七
王小蒙,谢广坤
王小蒙,王老七
谢广坤,王老七
谢广坤,王老七
王小蒙,谢永强
黄世友,王香秀
黄世友,马忠
王香秀,马忠
王长贵,黄世友
王长贵,王香秀
黄世友,王香秀
谢大脚,黄世友
谢大脚,黄一芝
黄世友,黄一芝
黄世友,黄一芝
谢广坤,白清明
王云,宋晓峰
谢大脚,宋晓峰
谢大脚,苏玉红
谢大脚,李副总
宋晓峰,苏玉红
宋晓峰,李副总
苏玉红,李副总
宋晓峰,苏玉红
宋晓峰,李副总
苏玉红,李副总
宋晓峰,苏玉红
谢大脚,黄世友
王长贵,黄世友
王长贵,王香秀
黄世友,王香秀
谢大脚,王香秀
谢大脚,马忠
王香秀,马忠
谢大脚,黄世友
谢大脚,黄世友
谢大脚,刘大脑袋
谢大脚,王云
黄世友,刘大脑袋
黄世友,王云
刘大脑袋,王云
刘大脑袋,宋晓峰
刘大脑袋,王云
谢大脚,刘大脑袋
谢大脚,王云
方正,李银萍
刘大脑袋,王云
谢广坤,白清明
谢广坤,方正
谢广坤,李银萍
谢广坤,杨晓燕
白清明,方正
白清明,李银萍
白清明,杨晓燕
方正,李银萍
方正,杨晓燕
李银萍,杨晓燕
白清明,李银萍
白清明,李银萍
白清明,李银萍
白清明,李银萍
谢广坤,皮长山
谢广坤,皮长山
谢广坤,杨晓燕
皮长山,杨晓燕
王大拿,谢广坤
王大拿,杨晓燕
谢广坤,杨晓燕
王大拿,谢广坤
王大拿,杨晓燕
谢广坤,杨晓燕
王小蒙,谢广坤
王小蒙,杨晓燕
谢广坤,杨晓燕
刘能,赵四
刘能,郭金山
赵四,郭金山
刘能,赵四
刘能,郭金山
赵四,郭金山
刘能,郭金山
王小蒙,王大拿
王小蒙,郭金山
王大拿,郭金山
王小蒙,刘能
宋晓峰,苏玉红
宋晓峰,李副总
苏玉红,李副总
刘能,赵四
刘能,刘一水
刘能,宋晓峰
刘能,郭金山
赵四,刘一水
赵四,宋晓峰
赵四,郭金山
刘一水,宋晓峰
刘一水,郭金山
宋晓峰,郭金山
刘能,赵四
谢广坤,杨晓燕
谢广坤,杨晓燕
谢大脚,黄一芝
谢大脚,黄世友
谢大脚,黄一芝
黄世友,黄一芝
谢大脚,刘大脑袋
谢大脚,王云
刘大脑袋,王云
谢大脚,刘大脑袋
宋晓峰,苏玉红
